Elapsed time [s],WLTP [km/h],WLTP Current [A],Current Adapted [A]
1717,128.5,99.77157927,-4.25
1718,129,105.9527746,-4.52
1719,129.5,106.7189901,-4.55
1720,130.1,113.137471,-4.82
1721,130.6,108.4094771,-4.62
1722,131,103.4843525,-4.41
1723,131.2,91.95686049,-3.92
1724,131.3,85.42418803,-3.64
1725,131.2,71.95949172,-3.07
1726,130.7,44.84925847,-1.91
1727,129.8,17.70685208,-0.76
1728,128.4,-11.8413402,0.5
1729,126.5,-36.36051294,1.55
1730,124.1,-59.91905779,1.62
1731,121.6,-64.4961705,1.62
1732,119,-69.98772247,1.62
1733,116.5,-64.8042733,1.62
1734,114.1,-60.08219738,1.62
1735,111.8,-55.76191676,1.62
1736,109.5,-55.59911621,1.62
1737,107.1,-59.59268402,1.62
1738,104.8,-55.08499526,1.62
1739,102.5,-54.7439571,1.62
1740,100.4,-46.94791141,1.62
1741,98.6,-35.74858971,1.52
1742,97.2,-21.21752269,0.9
1743,95.9,-17.77768191,0.76
1744,94.8,-10.82961571,0.46
1745,93.8,-7.51458702,0.32
1746,92.8,-7.746626816,0.33
1747,91.8,-7.969230854,0.34
1748,91,-1.303292909,0.08
1749,90.2,-1.528136446,0.08
1750,89.6,6.730455518,-0.29
1751,89.1,10.96711308,-0.47
1752,88.6,10.71494427,-0.46
1753,88.1,10.46594319,-0.45
1754,87.6,10.22007318,-0.44
1755,87.1,9.977317115,-0.43
1756,86.6,9.737657872,-0.42
1757,86.1,9.501078336,-0.41
1758,85.5,4.936446068,-0.21
1759,85,8.991317775,-0.38
1760,84.4,4.490262149,-0.19
1761,83.8,4.253021328,-0.18
1762,83.2,4.020062346,-0.17
1763,82.6,3.791366746,-0.16
1764,82,3.566904946,-0.15
1765,81.3,-0.577239723,0.08
1766,80.4,-6.828274474,0.29
1767,79.1,-18.87401353,0.8
1768,77.4,-30.40265138,1.3
1769,75.1,-47.72692182,1.62
1770,72.3,-62.15949201,1.62
1771,69.1,-71.91995733,1.62
1772,65.9,-69.05825621,1.62
1773,62.7,-66.10690395,1.62
1774,59.7,-58.21802764,1.62
1775,57,-48.64435557,1.62
1776,54.6,-39.94537688,1.62
1777,52.2,-38.42477355,1.62
1778,49.7,-38.863526,1.62
1779,46.8,-44.54042034,1.62
1780,43.5,-48.66299651,1.62
1781,39.9,-49.34414796,1.62
1782,36.4,-43.56398265,1.62
1783,33.2,-35.77647885,1.53
1784,30.5,-26.81560554,1.14
1785,28.3,-19.37981591,0.83
1786,26.3,-16.02344489,0.68
1787,24.4,-13.98636843,0.6
1788,22.5,-12.94981753,0.55
1789,20.5,-12.62198056,0.54
1790,18.2,-13.32504826,0.57
1791,15.5,-11.40792133,0.49
1792,12.3,-6.366391607,0.27
1793,8.7,-2.32E-09,0
1794,5.2,1.13E-12,0
1795,0,2.38E-13,0
1796,0,2.44E-14,0
1797,0,8.72E-15,0
1798,0,4.55E-15,0
1799,0,2.77E-15,0
1800,0,1.81E-15,0
